"07459: Population, by region, age, contents and year"

"region";"age";"Persons 2024"
"K-1845 Sørfold - Fuolldá";"15 years";20
"K-1845 Sørfold - Fuolldá";"16 years";24
"K-1845 Sørfold - Fuolldá";"17 years";24
"K-1845 Sørfold - Fuolldá";"18 years";17
"K-1845 Sørfold - Fuolldá";"19 years";28
"K-1845 Sørfold - Fuolldá";"20 years";19
"K-1845 Sørfold - Fuolldá";"21 years";26
"K-1845 Sørfold - Fuolldá";"22 years";17
"K-1845 Sørfold - Fuolldá";"23 years";20
"K-1845 Sørfold - Fuolldá";"24 years";15
"K-1845 Sørfold - Fuolldá";"25 years";11
"K-1845 Sørfold - Fuolldá";"26 years";22
"K-1845 Sørfold - Fuolldá";"27 years";24
"K-1845 Sørfold - Fuolldá";"28 years";18
"K-1845 Sørfold - Fuolldá";"29 years";19
"K-1845 Sørfold - Fuolldá";"30 years";21
"K-1845 Sørfold - Fuolldá";"31 years";23
"K-1845 Sørfold - Fuolldá";"32 years";22
"K-1845 Sørfold - Fuolldá";"33 years";14
"K-1845 Sørfold - Fuolldá";"34 years";19
"K-1845 Sørfold - Fuolldá";"35 years";18
"K-1845 Sørfold - Fuolldá";"36 years";19
"K-1845 Sørfold - Fuolldá";"37 years";19
"K-1845 Sørfold - Fuolldá";"38 years";22
"K-1845 Sørfold - Fuolldá";"39 years";15
"K-1845 Sørfold - Fuolldá";"40 years";14
"K-1845 Sørfold - Fuolldá";"41 years";16
"K-1845 Sørfold - Fuolldá";"42 years";22
"K-1845 Sørfold - Fuolldá";"43 years";14
"K-1845 Sørfold - Fuolldá";"44 years";15
"K-1845 Sørfold - Fuolldá";"45 years";22
"K-1845 Sørfold - Fuolldá";"46 years";12
"K-1845 Sørfold - Fuolldá";"47 years";22
"K-1845 Sørfold - Fuolldá";"48 years";21
"K-1845 Sørfold - Fuolldá";"49 years";20
"K-1845 Sørfold - Fuolldá";"50 years";32
"K-1845 Sørfold - Fuolldá";"51 years";32
"K-1845 Sørfold - Fuolldá";"52 years";28
"K-1845 Sørfold - Fuolldá";"53 years";32
"K-1845 Sørfold - Fuolldá";"54 years";28
"K-1845 Sørfold - Fuolldá";"55 years";32
"K-1845 Sørfold - Fuolldá";"56 years";27
"K-1845 Sørfold - Fuolldá";"57 years";25
"K-1845 Sørfold - Fuolldá";"58 years";33
"K-1845 Sørfold - Fuolldá";"59 years";19
"K-1845 Sørfold - Fuolldá";"60 years";27
"K-1845 Sørfold - Fuolldá";"61 years";28
"K-1845 Sørfold - Fuolldá";"62 years";33
"K-1845 Sørfold - Fuolldá";"63 years";23
"K-1845 Sørfold - Fuolldá";"64 years";16
"K-1845 Sørfold - Fuolldá";"65 years";29
"K-1845 Sørfold - Fuolldá";"66 years";18
"K-1845 Sørfold - Fuolldá";"67 years";25
"K-1845 Sørfold - Fuolldá";"68 years";29
"K-1845 Sørfold - Fuolldá";"69 years";15
"K-1845 Sørfold - Fuolldá";"70 years";32
"K-1845 Sørfold - Fuolldá";"71 years";23
"K-1845 Sørfold - Fuolldá";"72 years";29
"K-1845 Sørfold - Fuolldá";"73 years";32
"K-1845 Sørfold - Fuolldá";"74 years";18
"K-1845 Sørfold - Fuolldá";"75 years";37
"K-1845 Sørfold - Fuolldá";"76 years";26
"K-1845 Sørfold - Fuolldá";"77 years";36
"K-1845 Sørfold - Fuolldá";"78 years";26
"K-1845 Sørfold - Fuolldá";"79 years";19
"K-1845 Sørfold - Fuolldá";"80 years";17
"K-1845 Sørfold - Fuolldá";"81 years";16
"K-1845 Sørfold - Fuolldá";"82 years";18
"K-1845 Sørfold - Fuolldá";"83 years";10
"K-1845 Sørfold - Fuolldá";"84 years";9
"K-1845 Sørfold - Fuolldá";"85 years";15
"K-1845 Sørfold - Fuolldá";"86 years";13
"K-1845 Sørfold - Fuolldá";"87 years";8
"K-1845 Sørfold - Fuolldá";"88 years";3
"K-1845 Sørfold - Fuolldá";"89 years";3
"K-1845 Sørfold - Fuolldá";"90 years";5
"K-1845 Sørfold - Fuolldá";"91 years";2
"K-1845 Sørfold - Fuolldá";"92 years";6
"K-1845 Sørfold - Fuolldá";"93 years";1
"K-1845 Sørfold - Fuolldá";"94 years";3
"K-1845 Sørfold - Fuolldá";"95 years";2
"K-1845 Sørfold - Fuolldá";"96 years";3
"K-1845 Sørfold - Fuolldá";"97 years";0
"K-1845 Sørfold - Fuolldá";"98 years";0
"K-1845 Sørfold - Fuolldá";"99 years";1
"K-1845 Sørfold - Fuolldá";"100 years";0
"K-1845 Sørfold - Fuolldá";"101 years";0
"K-1845 Sørfold - Fuolldá";"102 years";0
"K-1845 Sørfold - Fuolldá";"103 years";0
"K-1845 Sørfold - Fuolldá";"104 years";0
"K-1845 Sørfold - Fuolldá";"105 years or older";0
"K-1848 Steigen";"0 years";19
"K-1848 Steigen";"1 year";25
"K-1848 Steigen";"2 years";27
"K-1848 Steigen";"3 years";12
"K-1848 Steigen";"4 years";29
"K-1848 Steigen";"5 years";20
"K-1848 Steigen";"6 years";28
"K-1848 Steigen";"7 years";28
"K-1848 Steigen";"8 years";31
"K-1848 Steigen";"9 years";27
"K-1848 Steigen";"10 years";26
"K-1848 Steigen";"11 years";24
"K-1848 Steigen";"12 years";21
"K-1848 Steigen";"13 years";28
"K-1848 Steigen";"14 years";21
"K-1848 Steigen";"15 years";32
"K-1848 Steigen";"16 years";40
"K-1848 Steigen";"17 years";29
"K-1848 Steigen";"18 years";31
"K-1848 Steigen";"19 years";27
"K-1848 Steigen";"20 years";25
"K-1848 Steigen";"21 years";21
"K-1848 Steigen";"22 years";27
"K-1848 Steigen";"23 years";22
"K-1848 Steigen";"24 years";23
"K-1848 Steigen";"25 years";32
"K-1848 Steigen";"26 years";34
"K-1848 Steigen";"27 years";34
"K-1848 Steigen";"28 years";22
"K-1848 Steigen";"29 years";37
"K-1848 Steigen";"30 years";42
"K-1848 Steigen";"31 years";32
"K-1848 Steigen";"32 years";39
"K-1848 Steigen";"33 years";34
"K-1848 Steigen";"34 years";26
"K-1848 Steigen";"35 years";36
"K-1848 Steigen";"36 years";30
"K-1848 Steigen";"37 years";31
"K-1848 Steigen";"38 years";32
"K-1848 Steigen";"39 years";29
"K-1848 Steigen";"40 years";27
"K-1848 Steigen";"41 years";18
"K-1848 Steigen";"42 years";31
"K-1848 Steigen";"43 years";41
"K-1848 Steigen";"44 years";20
"K-1848 Steigen";"45 years";30
"K-1848 Steigen";"46 years";35
"K-1848 Steigen";"47 years";22
"K-1848 Steigen";"48 years";30
"K-1848 Steigen";"49 years";27
"K-1848 Steigen";"50 years";40
"K-1848 Steigen";"51 years";44
"K-1848 Steigen";"52 years";34
"K-1848 Steigen";"53 years";36
"K-1848 Steigen";"54 years";36
"K-1848 Steigen";"55 years";40
"K-1848 Steigen";"56 years";34
"K-1848 Steigen";"57 years";22
"K-1848 Steigen";"58 years";42
"K-1848 Steigen";"59 years";41
"K-1848 Steigen";"60 years";34
"K-1848 Steigen";"61 years";40
"K-1848 Steigen";"62 years";40
"K-1848 Steigen";"63 years";38
"K-1848 Steigen";"64 years";39
"K-1848 Steigen";"65 years";37
"K-1848 Steigen";"66 years";31
"K-1848 Steigen";"67 years";36
"K-1848 Steigen";"68 years";47
"K-1848 Steigen";"69 years";38
"K-1848 Steigen";"70 years";34
"K-1848 Steigen";"71 years";37
"K-1848 Steigen";"72 years";25
"K-1848 Steigen";"73 years";46
"K-1848 Steigen";"74 years";34
"K-1848 Steigen";"75 years";37
"K-1848 Steigen";"76 years";31
"K-1848 Steigen";"77 years";41
"K-1848 Steigen";"78 years";31
"K-1848 Steigen";"79 years";31
"K-1848 Steigen";"80 years";21
"K-1848 Steigen";"81 years";18
"K-1848 Steigen";"82 years";17
"K-1848 Steigen";"83 years";15
"K-1848 Steigen";"84 years";19
"K-1848 Steigen";"85 years";9
"K-1848 Steigen";"86 years";16
"K-1848 Steigen";"87 years";8
"K-1848 Steigen";"88 years";10
"K-1848 Steigen";"89 years";4
"K-1848 Steigen";"90 years";5
"K-1848 Steigen";"91 years";10
"K-1848 Steigen";"92 years";2
"K-1848 Steigen";"93 years";3
"K-1848 Steigen";"94 years";1
"K-1848 Steigen";"95 years";4
"K-1848 Steigen";"96 years";0
"K-1848 Steigen";"97 years";0
"K-1848 Steigen";"98 years";0
"K-1848 Steigen";"99 years";0
"K-1848 Steigen";"100 years";0
"K-1848 Steigen";"101 years";0
"K-1848 Steigen";"102 years";0
"K-1848 Steigen";"103 years";0
"K-1848 Steigen";"104 years";0
"K-1848 Steigen";"105 years or older";0
"K-1851 Lødingen";"0 years";15
"K-1851 Lødingen";"1 year";12
"K-1851 Lødingen";"2 years";14
"K-1851 Lødingen";"3 years";14
"K-1851 Lødingen";"4 years";12
"K-1851 Lødingen";"5 years";10
"K-1851 Lødingen";"6 years";17
"K-1851 Lødingen";"7 years";14
"K-1851 Lødingen";"8 years";16
"K-1851 Lødingen";"9 years";17
"K-1851 Lødingen";"10 years";14
"K-1851 Lødingen";"11 years";23
"K-1851 Lødingen";"12 years";22
"K-1851 Lødingen";"13 years";31
"K-1851 Lødingen";"14 years";22
"K-1851 Lødingen";"15 years";18
"K-1851 Lødingen";"16 years";21
"K-1851 Lødingen";"17 years";26
"K-1851 Lødingen";"18 years";17
"K-1851 Lødingen";"19 years";26
"K-1851 Lødingen";"20 years";15
"K-1851 Lødingen";"21 years";25
"K-1851 Lødingen";"22 years";20
"K-1851 Lødingen";"23 years";16
"K-1851 Lødingen";"24 years";19
"K-1851 Lødingen";"25 years";14
"K-1851 Lødingen";"26 years";17
"K-1851 Lødingen";"27 years";9
"K-1851 Lødingen";"28 years";22
"K-1851 Lødingen";"29 years";24
"K-1851 Lødingen";"30 years";12
"K-1851 Lødingen";"31 years";13
"K-1851 Lødingen";"32 years";20
"K-1851 Lødingen";"33 years";18
"K-1851 Lødingen";"34 years";16
"K-1851 Lødingen";"35 years";22
"K-1851 Lødingen";"36 years";16
"K-1851 Lødingen";"37 years";27
"K-1851 Lødingen";"38 years";13
"K-1851 Lødingen";"39 years";18
"K-1851 Lødingen";"40 years";13
"K-1851 Lødingen";"41 years";19
"K-1851 Lødingen";"42 years";8
"K-1851 Lødingen";"43 years";17
"K-1851 Lødingen";"44 years";19
"K-1851 Lødingen";"45 years";32
"K-1851 Lødingen";"46 years";21
"K-1851 Lødingen";"47 years";20
"K-1851 Lødingen";"48 years";24
"K-1851 Lødingen";"49 years";24
"K-1851 Lødingen";"50 years";29
"K-1851 Lødingen";"51 years";37
"K-1851 Lødingen";"52 years";37
"K-1851 Lødingen";"53 years";29
"K-1851 Lødingen";"54 years";23
"K-1851 Lødingen";"55 years";35
"K-1851 Lødingen";"56 years";30
"K-1851 Lødingen";"57 years";36
"K-1851 Lødingen";"58 years";28
"K-1851 Lødingen";"59 years";28
"K-1851 Lødingen";"60 years";27
"K-1851 Lødingen";"61 years";32
"K-1851 Lødingen";"62 years";36
"K-1851 Lødingen";"63 years";38
"K-1851 Lødingen";"64 years";38
"K-1851 Lødingen";"65 years";41
"K-1851 Lødingen";"66 years";26
"K-1851 Lødingen";"67 years";43
"K-1851 Lødingen";"68 years";25
"K-1851 Lødingen";"69 years";43
"K-1851 Lødingen";"70 years";47
"K-1851 Lødingen";"71 years";33
"K-1851 Lødingen";"72 years";25
"K-1851 Lødingen";"73 years";26
"K-1851 Lødingen";"74 years";24
"K-1851 Lødingen";"75 years";29
"K-1851 Lødingen";"76 years";27
"K-1851 Lødingen";"77 years";28
"K-1851 Lødingen";"78 years";26
"K-1851 Lødingen";"79 years";34
"K-1851 Lødingen";"80 years";24
"K-1851 Lødingen";"81 years";26
"K-1851 Lødingen";"82 years";16
"K-1851 Lødingen";"83 years";22
"K-1851 Lødingen";"84 years";15
"K-1851 Lødingen";"85 years";16
"K-1851 Lødingen";"86 years";10
"K-1851 Lødingen";"87 years";11
"K-1851 Lødingen";"88 years";7
"K-1851 Lødingen";"89 years";7
"K-1851 Lødingen";"90 years";4
"K-1851 Lødingen";"91 years";5
"K-1851 Lødingen";"92 years";6
"K-1851 Lødingen";"93 years";4
"K-1851 Lødingen";"94 years";2
"K-1851 Lødingen";"95 years";2
"K-1851 Lødingen";"96 years";7
"K-1851 Lødingen";"97 years";0
"K-1851 Lødingen";"98 years";1
"K-1851 Lødingen";"99 years";0
"K-1851 Lødingen";"100 years";0
"K-1851 Lødingen";"101 years";0
"K-1851 Lødingen";"102 years";0
"K-1851 Lødingen";"103 years";1
"K-1851 Lødingen";"104 years";0
"K-1851 Lødingen";"105 years or older";0
"K-1853 Evenes - Evenássi";"0 years";4
"K-1853 Evenes - Evenássi";"1 year";8
"K-1853 Evenes - Evenássi";"2 years";8
"K-1853 Evenes - Evenássi";"3 years";9
"K-1853 Evenes - Evenássi";"4 years";12
"K-1853 Evenes - Evenássi";"5 years";4
"K-1853 Evenes - Evenássi";"6 years";8
"K-1853 Evenes - Evenássi";"7 years";10
"K-1853 Evenes - Evenássi";"8 years";9
"K-1853 Evenes - Evenássi";"9 years";9
"K-1853 Evenes - Evenássi";"10 years";10
"K-1853 Evenes - Evenássi";"11 years";17
"K-1853 Evenes - Evenássi";"12 years";14
"K-1853 Evenes - Evenássi";"13 years";16
"K-1853 Evenes - Evenássi";"14 years";12
"K-1853 Evenes - Evenássi";"15 years";12
"K-1853 Evenes - Evenássi";"16 years";10
"K-1853 Evenes - Evenássi";"17 years";17
"K-1853 Evenes - Evenássi";"18 years";8
"K-1853 Evenes - Evenássi";"19 years";13
"K-1853 Evenes - Evenássi";"20 years";12
"K-1853 Evenes - Evenássi";"21 years";21
"K-1853 Evenes - Evenássi";"22 years";20
"K-1853 Evenes - Evenássi";"23 years";27
"K-1853 Evenes - Evenássi";"24 years";14
"K-1853 Evenes - Evenássi";"25 years";18
"K-1853 Evenes - Evenássi";"26 years";18
"K-1853 Evenes - Evenássi";"27 years";10
"K-1853 Evenes - Evenássi";"28 years";8
"K-1853 Evenes - Evenássi";"29 years";14
"K-1853 Evenes - Evenássi";"30 years";16
"K-1853 Evenes - Evenássi";"31 years";12
"K-1853 Evenes - Evenássi";"32 years";12
"K-1853 Evenes - Evenássi";"33 years";11
"K-1853 Evenes - Evenássi";"34 years";7
"K-1853 Evenes - Evenássi";"35 years";10
"K-1853 Evenes - Evenássi";"36 years";13
"K-1853 Evenes - Evenássi";"37 years";10
"K-1853 Evenes - Evenássi";"38 years";13
"K-1853 Evenes - Evenássi";"39 years";17
"K-1853 Evenes - Evenássi";"40 years";7
"K-1853 Evenes - Evenássi";"41 years";20
"K-1853 Evenes - Evenássi";"42 years";13
"K-1853 Evenes - Evenássi";"43 years";12
"K-1853 Evenes - Evenássi";"44 years";16
"K-1853 Evenes - Evenássi";"45 years";18
"K-1853 Evenes - Evenássi";"46 years";11
"K-1853 Evenes - Evenássi";"47 years";10
"K-1853 Evenes - Evenássi";"48 years";19
"K-1853 Evenes - Evenássi";"49 years";20
"K-1853 Evenes - Evenássi";"50 years";22
"K-1853 Evenes - Evenássi";"51 years";18
"K-1853 Evenes - Evenássi";"52 years";16
"K-1853 Evenes - Evenássi";"53 years";18
"K-1853 Evenes - Evenássi";"54 years";24
"K-1853 Evenes - Evenássi";"55 years";26
"K-1853 Evenes - Evenássi";"56 years";17
"K-1853 Evenes - Evenássi";"57 years";22
"K-1853 Evenes - Evenássi";"58 years";18
"K-1853 Evenes - Evenássi";"59 years";14
"K-1853 Evenes - Evenássi";"60 years";16
"K-1853 Evenes - Evenássi";"61 years";20
"K-1853 Evenes - Evenássi";"62 years";15
"K-1853 Evenes - Evenássi";"63 years";16
"K-1853 Evenes - Evenássi";"64 years";23
"K-1853 Evenes - Evenássi";"65 years";16
"K-1853 Evenes - Evenássi";"66 years";20
"K-1853 Evenes - Evenássi";"67 years";13
"K-1853 Evenes - Evenássi";"68 years";28
"K-1853 Evenes - Evenássi";"69 years";20
"K-1853 Evenes - Evenássi";"70 years";26
"K-1853 Evenes - Evenássi";"71 years";19
"K-1853 Evenes - Evenássi";"72 years";19
"K-1853 Evenes - Evenássi";"73 years";20
"K-1853 Evenes - Evenássi";"74 years";25
"K-1853 Evenes - Evenássi";"75 years";26
"K-1853 Evenes - Evenássi";"76 years";20
"K-1853 Evenes - Evenássi";"77 years";18
"K-1853 Evenes - Evenássi";"78 years";19
"K-1853 Evenes - Evenássi";"79 years";22
"K-1853 Evenes - Evenássi";"80 years";16
"K-1853 Evenes - Evenássi";"81 years";15
"K-1853 Evenes - Evenássi";"82 years";11
"K-1853 Evenes - Evenássi";"83 years";7
"K-1853 Evenes - Evenássi";"84 years";6
"K-1853 Evenes - Evenássi";"85 years";3
"K-1853 Evenes - Evenássi";"86 years";5
"K-1853 Evenes - Evenássi";"87 years";4
"K-1853 Evenes - Evenássi";"88 years";7
"K-1853 Evenes - Evenássi";"89 years";2
"K-1853 Evenes - Evenássi";"90 years";3
"K-1853 Evenes - Evenássi";"91 years";3
"K-1853 Evenes - Evenássi";"92 years";5
"K-1853 Evenes - Evenássi";"93 years";3
"K-1853 Evenes - Evenássi";"94 years";1
"K-1853 Evenes - Evenássi";"95 years";0
"K-1853 Evenes - Evenássi";"96 years";2
"K-1853 Evenes - Evenássi";"97 years";0
"K-1853 Evenes - Evenássi";"98 years";0
"K-1853 Evenes - Evenássi";"99 years";0
"K-1853 Evenes - Evenássi";"100 years";1
"K-1853 Evenes - Evenássi";"101 years";1
"K-1853 Evenes - Evenássi";"102 years";0
"K-1853 Evenes - Evenássi";"103 years";0
"K-1853 Evenes - Evenássi";"104 years";0
"K-1853 Evenes - Evenássi";"105 years or older";0
"K-1856 Røst";"0 years";2
"K-1856 Røst";"1 year";5
"K-1856 Røst";"2 years";4
"K-1856 Røst";"3 years";1
"K-1856 Røst";"4 years";6
"K-1856 Røst";"5 years";3
"K-1856 Røst";"6 years";3
"K-1856 Røst";"7 years";2
"K-1856 Røst";"8 years";2
"K-1856 Røst";"9 years";4
"K-1856 Røst";"10 years";3
"K-1856 Røst";"11 years";6
"K-1856 Røst";"12 years";4
"K-1856 Røst";"13 years";2
"K-1856 Røst";"14 years";7
"K-1856 Røst";"15 years";4
"K-1856 Røst";"16 years";4
"K-1856 Røst";"17 years";7
"K-1856 Røst";"18 years";4
"K-1856 Røst";"19 years";3
"K-1856 Røst";"20 years";2
"K-1856 Røst";"21 years";5
"K-1856 Røst";"22 years";7
"K-1856 Røst";"23 years";5
"K-1856 Røst";"24 years";4
"K-1856 Røst";"25 years";3
"K-1856 Røst";"26 years";1
"K-1856 Røst";"27 years";4
"K-1856 Røst";"28 years";5
"K-1856 Røst";"29 years";7
"K-1856 Røst";"30 years";6
"K-1856 Røst";"31 years";6
"K-1856 Røst";"32 years";6
"K-1856 Røst";"33 years";2
"K-1856 Røst";"34 years";2
"K-1856 Røst";"35 years";3
"K-1856 Røst";"36 years";4
"K-1856 Røst";"37 years";3
"K-1856 Røst";"38 years";6
"K-1856 Røst";"39 years";2
"K-1856 Røst";"40 years";4
"K-1856 Røst";"41 years";9
"K-1856 Røst";"42 years";4
"K-1856 Røst";"43 years";7
"K-1856 Røst";"44 years";5
"K-1856 Røst";"45 years";5
"K-1856 Røst";"46 years";4
"K-1856 Røst";"47 years";4
"K-1856 Røst";"48 years";3
"K-1856 Røst";"49 years";10
"K-1856 Røst";"50 years";9
"K-1856 Røst";"51 years";11
"K-1856 Røst";"52 years";11
"K-1856 Røst";"53 years";4
"K-1856 Røst";"54 years";7
"K-1856 Røst";"55 years";8
"K-1856 Røst";"56 years";5
"K-1856 Røst";"57 years";7
"K-1856 Røst";"58 years";13
"K-1856 Røst";"59 years";9
"K-1856 Røst";"60 years";11
"K-1856 Røst";"61 years";4
"K-1856 Røst";"62 years";7
"K-1856 Røst";"63 years";9
"K-1856 Røst";"64 years";9
"K-1856 Røst";"65 years";7
"K-1856 Røst";"66 years";12
"K-1856 Røst";"67 years";5
"K-1856 Røst";"68 years";5
"K-1856 Røst";"69 years";7
"K-1856 Røst";"70 years";8
"K-1856 Røst";"71 years";7
"K-1856 Røst";"72 years";4
"K-1856 Røst";"73 years";6
"K-1856 Røst";"74 years";11
"K-1856 Røst";"75 years";5
"K-1856 Røst";"76 years";3
"K-1856 Røst";"77 years";5
"K-1856 Røst";"78 years";4
"K-1856 Røst";"79 years";5
"K-1856 Røst";"80 years";0
"K-1856 Røst";"81 years";2
"K-1856 Røst";"82 years";4
"K-1856 Røst";"83 years";1
"K-1856 Røst";"84 years";4
"K-1856 Røst";"85 years";3
"K-1856 Røst";"86 years";2
"K-1856 Røst";"87 years";2
"K-1856 Røst";"88 years";1
"K-1856 Røst";"89 years";4
"K-1856 Røst";"90 years";1
"K-1856 Røst";"91 years";2
"K-1856 Røst";"92 years";0
"K-1856 Røst";"93 years";1
"K-1856 Røst";"94 years";0
"K-1856 Røst";"95 years";0
"K-1856 Røst";"96 years";0
"K-1856 Røst";"97 years";1
"K-1856 Røst";"98 years";0
"K-1856 Røst";"99 years";0
"K-1856 Røst";"100 years";0
"K-1856 Røst";"101 years";0
"K-1856 Røst";"102 years";0
"K-1856 Røst";"103 years";0
"K-1856 Røst";"104 years";0
"K-1856 Røst";"105 years or older";0
"K-1857 Værøy";"0 years";6
"K-1857 Værøy";"1 year";5
"K-1857 Værøy";"2 years";4
"K-1857 Værøy";"3 years";4
"K-1857 Værøy";"4 years";6
"K-1857 Værøy";"5 years";6
"K-1857 Værøy";"6 years";11
"K-1857 Værøy";"7 years";8
"K-1857 Værøy";"8 years";5
"K-1857 Værøy";"9 years";4
"K-1857 Værøy";"10 years";15
"K-1857 Værøy";"11 years";5
"K-1857 Værøy";"12 years";5
"K-1857 Værøy";"13 years";8
"K-1857 Værøy";"14 years";7
"K-1857 Værøy";"15 years";11
"K-1857 Værøy";"16 years";8
"K-1857 Værøy";"17 years";12
"K-1857 Værøy";"18 years";8
"K-1857 Værøy";"19 years";6
"K-1857 Værøy";"20 years";4
"K-1857 Værøy";"21 years";6
"K-1857 Værøy";"22 years";3
"K-1857 Værøy";"23 years";4
"K-1857 Værøy";"24 years";2
"K-1857 Værøy";"25 years";5
"K-1857 Værøy";"26 years";10
"K-1857 Værøy";"27 years";7
"K-1857 Værøy";"28 years";8
"K-1857 Værøy";"29 years";7
"K-1857 Værøy";"30 years";4
"K-1857 Værøy";"31 years";10
"K-1857 Værøy";"32 years";9
"K-1857 Værøy";"33 years";6
"K-1857 Værøy";"34 years";12
"K-1857 Værøy";"35 years";12
"K-1857 Værøy";"36 years";5
"K-1857 Værøy";"37 years";5
"K-1857 Værøy";"38 years";14
"K-1857 Værøy";"39 years";11
"K-1857 Værøy";"40 years";7
"K-1857 Værøy";"41 years";6
"K-1857 Værøy";"42 years";8
"K-1857 Værøy";"43 years";6
"K-1857 Værøy";"44 years";8
"K-1857 Værøy";"45 years";9
"K-1857 Værøy";"46 years";4
"K-1857 Værøy";"47 years";4
"K-1857 Værøy";"48 years";13
"K-1857 Værøy";"49 years";10
"K-1857 Værøy";"50 years";9
"K-1857 Værøy";"51 years";9
"K-1857 Værøy";"52 years";11
"K-1857 Værøy";"53 years";14
"K-1857 Værøy";"54 years";12
"K-1857 Værøy";"55 years";9
"K-1857 Værøy";"56 years";10
"K-1857 Værøy";"57 years";15
"K-1857 Værøy";"58 years";9
"K-1857 Værøy";"59 years";13
"K-1857 Værøy";"60 years";15
"K-1857 Værøy";"61 years";9
"K-1857 Værøy";"62 years";11
"K-1857 Værøy";"63 years";5
"K-1857 Værøy";"64 years";7
"K-1857 Værøy";"65 years";8
"K-1857 Værøy";"66 years";10
"K-1857 Værøy";"67 years";5
"K-1857 Værøy";"68 years";8
"K-1857 Værøy";"69 years";11
"K-1857 Værøy";"70 years";5
"K-1857 Værøy";"71 years";12
"K-1857 Værøy";"72 years";7
"K-1857 Værøy";"73 years";6
"K-1857 Værøy";"74 years";10
"K-1857 Værøy";"75 years";10
"K-1857 Værøy";"76 years";6
"K-1857 Værøy";"77 years";7
"K-1857 Værøy";"78 years";5
"K-1857 Værøy";"79 years";6
"K-1857 Værøy";"80 years";3
"K-1857 Værøy";"81 years";5
"K-1857 Værøy";"82 years";3
"K-1857 Værøy";"83 years";4
"K-1857 Værøy";"84 years";6
"K-1857 Værøy";"85 years";6
"K-1857 Værøy";"86 years";4
"K-1857 Værøy";"87 years";5
"K-1857 Værøy";"88 years";3
"K-1857 Værøy";"89 years";2
"K-1857 Værøy";"90 years";0
"K-1857 Værøy";"91 years";1
"K-1857 Værøy";"92 years";1
"K-1857 Værøy";"93 years";1
"K-1857 Værøy";"94 years";0
"K-1857 Værøy";"95 years";2
"K-1857 Værøy";"96 years";0
"K-1857 Værøy";"97 years";0
"K-1857 Værøy";"98 years";0
"K-1857 Værøy";"99 years";0
"K-1857 Værøy";"100 years";0
"K-1857 Værøy";"101 years";0
"K-1857 Værøy";"102 years";0
"K-1857 Værøy";"103 years";0
"K-1857 Værøy";"104 years";0
"K-1857 Værøy";"105 years or older";0
"K-1859 Flakstad";"0 years";9
"K-1859 Flakstad";"1 year";11
"K-1859 Flakstad";"2 years";8
"K-1859 Flakstad";"3 years";11
"K-1859 Flakstad";"4 years";12
"K-1859 Flakstad";"5 years";5
"K-1859 Flakstad";"6 years";9
"K-1859 Flakstad";"7 years";14
"K-1859 Flakstad";"8 years";8
"K-1859 Flakstad";"9 years";9
"K-1859 Flakstad";"10 years";12
"K-1859 Flakstad";"11 years";14
"K-1859 Flakstad";"12 years";11
"K-1859 Flakstad";"13 years";13
"K-1859 Flakstad";"14 years";6
"K-1859 Flakstad";"15 years";7
"K-1859 Flakstad";"16 years";14
"K-1859 Flakstad";"17 years";11
"K-1859 Flakstad";"18 years";10
"K-1859 Flakstad";"19 years";15
"K-1859 Flakstad";"20 years";11
"K-1859 Flakstad";"21 years";13
"K-1859 Flakstad";"22 years";18
"K-1859 Flakstad";"23 years";9
"K-1859 Flakstad";"24 years";6
"K-1859 Flakstad";"25 years";26
"K-1859 Flakstad";"26 years";4
"K-1859 Flakstad";"27 years";12
"K-1859 Flakstad";"28 years";14
"K-1859 Flakstad";"29 years";14
"K-1859 Flakstad";"30 years";15
"K-1859 Flakstad";"31 years";21
"K-1859 Flakstad";"32 years";16
"K-1859 Flakstad";"33 years";18
"K-1859 Flakstad";"34 years";18
"K-1859 Flakstad";"35 years";14
"K-1859 Flakstad";"36 years";15
"K-1859 Flakstad";"37 years";10
"K-1859 Flakstad";"38 years";22
"K-1859 Flakstad";"39 years";13
"K-1859 Flakstad";"40 years";14
"K-1859 Flakstad";"41 years";11
"K-1859 Flakstad";"42 years";14
"K-1859 Flakstad";"43 years";8
"K-1859 Flakstad";"44 years";13
"K-1859 Flakstad";"45 years";19
"K-1859 Flakstad";"46 years";12
"K-1859 Flakstad";"47 years";9
"K-1859 Flakstad";"48 years";14
"K-1859 Flakstad";"49 years";21
"K-1859 Flakstad";"50 years";14
"K-1859 Flakstad";"51 years";9
"K-1859 Flakstad";"52 years";13
"K-1859 Flakstad";"53 years";22
"K-1859 Flakstad";"54 years";18
"K-1859 Flakstad";"55 years";9
"K-1859 Flakstad";"56 years";28
"K-1859 Flakstad";"57 years";23
"K-1859 Flakstad";"58 years";19
"K-1859 Flakstad";"59 years";18
"K-1859 Flakstad";"60 years";18
"K-1859 Flakstad";"61 years";19
"K-1859 Flakstad";"62 years";20
"K-1859 Flakstad";"63 years";12
"K-1859 Flakstad";"64 years";28
"K-1859 Flakstad";"65 years";16
"K-1859 Flakstad";"66 years";18
"K-1859 Flakstad";"67 years";13
"K-1859 Flakstad";"68 years";15
"K-1859 Flakstad";"69 years";14
"K-1859 Flakstad";"70 years";16
"K-1859 Flakstad";"71 years";24
"K-1859 Flakstad";"72 years";10
"K-1859 Flakstad";"73 years";21
