"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2024"
"110307 Hinna";"44 years";376
"110307 Hinna";"45 years";341
"110307 Hinna";"46 years";339
"110307 Hinna";"47 years";339
"110307 Hinna";"48 years";310
"110307 Hinna";"49 years";333
"110307 Hinna";"50 years";343
"110307 Hinna";"51 years";349
"110307 Hinna";"52 years";338
"110307 Hinna";"53 years";301
"110307 Hinna";"54 years";351
"110307 Hinna";"55 years";304
"110307 Hinna";"56 years";331
"110307 Hinna";"57 years";275
"110307 Hinna";"58 years";288
"110307 Hinna";"59 years";278
"110307 Hinna";"60 years";288
"110307 Hinna";"61 years";278
"110307 Hinna";"62 years";287
"110307 Hinna";"63 years";255
"110307 Hinna";"64 years";258
"110307 Hinna";"65 years";243
"110307 Hinna";"66 years";254
"110307 Hinna";"67 years";231
"110307 Hinna";"68 years";248
"110307 Hinna";"69 years";217
"110307 Hinna";"70 years";235
"110307 Hinna";"71 years";203
"110307 Hinna";"72 years";183
"110307 Hinna";"73 years";193
"110307 Hinna";"74 years";163
"110307 Hinna";"75 years";153
"110307 Hinna";"76 years";155
"110307 Hinna";"77 years";135
"110307 Hinna";"78 years";121
"110307 Hinna";"79 years";117
"110307 Hinna";"80 years";120
"110307 Hinna";"81 years";85
"110307 Hinna";"82 years";67
"110307 Hinna";"83 years";62
"110307 Hinna";"84 years";75
"110307 Hinna";"85 years";62
"110307 Hinna";"86 years";49
"110307 Hinna";"87 years";46
"110307 Hinna";"88 years";40
"110307 Hinna";"89 years";25
"110307 Hinna";"90 years";26
"110307 Hinna";"91 years";23
"110307 Hinna";"92 years";27
"110307 Hinna";"93 years";18
"110307 Hinna";"94 years";18
"110307 Hinna";"95 years";9
"110307 Hinna";"96 years";8
"110307 Hinna";"97 years";5
"110307 Hinna";"98 years";5
"110307 Hinna";"99 years";3
"110307 Hinna";"100 years";0
"110307 Hinna";"101 years";1
"110307 Hinna";"102 years";0
"110307 Hinna";"103 years";0
"110307 Hinna";"104 years";1
"110307 Hinna";"105 years or older";1
"110308 Finnøy";"0 years";34
"110308 Finnøy";"1 year";38
"110308 Finnøy";"2 years";27
"110308 Finnøy";"3 years";38
"110308 Finnøy";"4 years";41
"110308 Finnøy";"5 years";31
"110308 Finnøy";"6 years";46
"110308 Finnøy";"7 years";42
"110308 Finnøy";"8 years";52
"110308 Finnøy";"9 years";49
"110308 Finnøy";"10 years";51
"110308 Finnøy";"11 years";48
"110308 Finnøy";"12 years";55
"110308 Finnøy";"13 years";46
"110308 Finnøy";"14 years";57
"110308 Finnøy";"15 years";39
"110308 Finnøy";"16 years";54
"110308 Finnøy";"17 years";35
"110308 Finnøy";"18 years";30
"110308 Finnøy";"19 years";35
"110308 Finnøy";"20 years";34
"110308 Finnøy";"21 years";43
"110308 Finnøy";"22 years";37
"110308 Finnøy";"23 years";40
"110308 Finnøy";"24 years";28
"110308 Finnøy";"25 years";29
"110308 Finnøy";"26 years";29
"110308 Finnøy";"27 years";45
"110308 Finnøy";"28 years";37
"110308 Finnøy";"29 years";42
"110308 Finnøy";"30 years";42
"110308 Finnøy";"31 years";36
"110308 Finnøy";"32 years";34
"110308 Finnøy";"33 years";55
"110308 Finnøy";"34 years";40
"110308 Finnøy";"35 years";47
"110308 Finnøy";"36 years";44
"110308 Finnøy";"37 years";59
"110308 Finnøy";"38 years";52
"110308 Finnøy";"39 years";45
"110308 Finnøy";"40 years";44
"110308 Finnøy";"41 years";58
"110308 Finnøy";"42 years";60
"110308 Finnøy";"43 years";52
"110308 Finnøy";"44 years";38
"110308 Finnøy";"45 years";47
"110308 Finnøy";"46 years";42
"110308 Finnøy";"47 years";30
"110308 Finnøy";"48 years";35
"110308 Finnøy";"49 years";41
"110308 Finnøy";"50 years";28
"110308 Finnøy";"51 years";35
"110308 Finnøy";"52 years";28
"110308 Finnøy";"53 years";45
"110308 Finnøy";"54 years";32
"110308 Finnøy";"55 years";37
"110308 Finnøy";"56 years";27
"110308 Finnøy";"57 years";41
"110308 Finnøy";"58 years";49
"110308 Finnøy";"59 years";49
"110308 Finnøy";"60 years";48
"110308 Finnøy";"61 years";47
"110308 Finnøy";"62 years";39
"110308 Finnøy";"63 years";51
"110308 Finnøy";"64 years";43
"110308 Finnøy";"65 years";39
"110308 Finnøy";"66 years";45
"110308 Finnøy";"67 years";50
"110308 Finnøy";"68 years";36
"110308 Finnøy";"69 years";39
"110308 Finnøy";"70 years";66
"110308 Finnøy";"71 years";32
"110308 Finnøy";"72 years";28
"110308 Finnøy";"73 years";36
"110308 Finnøy";"74 years";23
"110308 Finnøy";"75 years";33
"110308 Finnøy";"76 years";29
"110308 Finnøy";"77 years";21
"110308 Finnøy";"78 years";37
"110308 Finnøy";"79 years";24
"110308 Finnøy";"80 years";24
"110308 Finnøy";"81 years";16
"110308 Finnøy";"82 years";19
"110308 Finnøy";"83 years";15
"110308 Finnøy";"84 years";13
"110308 Finnøy";"85 years";18
"110308 Finnøy";"86 years";10
"110308 Finnøy";"87 years";9
"110308 Finnøy";"88 years";5
"110308 Finnøy";"89 years";10
"110308 Finnøy";"90 years";8
"110308 Finnøy";"91 years";8
"110308 Finnøy";"92 years";7
"110308 Finnøy";"93 years";4
"110308 Finnøy";"94 years";5
"110308 Finnøy";"95 years";1
"110308 Finnøy";"96 years";0
"110308 Finnøy";"97 years";1
"110308 Finnøy";"98 years";0
"110308 Finnøy";"99 years";0
"110308 Finnøy";"100 years";1
"110308 Finnøy";"101 years";0
"110308 Finnøy";"102 years";0
"110308 Finnøy";"103 years";0
"110308 Finnøy";"104 years";0
"110308 Finnøy";"105 years or older";0
"110309 Rennesøy";"0 years";48
"110309 Rennesøy";"1 year";52
"110309 Rennesøy";"2 years";69
"110309 Rennesøy";"3 years";43
"110309 Rennesøy";"4 years";63
"110309 Rennesøy";"5 years";54
"110309 Rennesøy";"6 years";55
"110309 Rennesøy";"7 years";71
"110309 Rennesøy";"8 years";63
"110309 Rennesøy";"9 years";63
"110309 Rennesøy";"10 years";72
"110309 Rennesøy";"11 years";87
"110309 Rennesøy";"12 years";77
"110309 Rennesøy";"13 years";87
"110309 Rennesøy";"14 years";92
"110309 Rennesøy";"15 years";72
"110309 Rennesøy";"16 years";87
"110309 Rennesøy";"17 years";90
"110309 Rennesøy";"18 years";78
"110309 Rennesøy";"19 years";72
"110309 Rennesøy";"20 years";73
"110309 Rennesøy";"21 years";55
"110309 Rennesøy";"22 years";69
"110309 Rennesøy";"23 years";62
"110309 Rennesøy";"24 years";49
"110309 Rennesøy";"25 years";57
"110309 Rennesøy";"26 years";46
"110309 Rennesøy";"27 years";55
"110309 Rennesøy";"28 years";52
"110309 Rennesøy";"29 years";56
"110309 Rennesøy";"30 years";49
"110309 Rennesøy";"31 years";64
"110309 Rennesøy";"32 years";60
"110309 Rennesøy";"33 years";69
"110309 Rennesøy";"34 years";103
"110309 Rennesøy";"35 years";75
"110309 Rennesøy";"36 years";58
"110309 Rennesøy";"37 years";61
"110309 Rennesøy";"38 years";60
"110309 Rennesøy";"39 years";63
"110309 Rennesøy";"40 years";59
"110309 Rennesøy";"41 years";68
"110309 Rennesøy";"42 years";69
"110309 Rennesøy";"43 years";65
"110309 Rennesøy";"44 years";73
"110309 Rennesøy";"45 years";82
"110309 Rennesøy";"46 years";76
"110309 Rennesøy";"47 years";79
"110309 Rennesøy";"48 years";95
"110309 Rennesøy";"49 years";80
"110309 Rennesøy";"50 years";82
"110309 Rennesøy";"51 years";69
"110309 Rennesøy";"52 years";79
"110309 Rennesøy";"53 years";83
"110309 Rennesøy";"54 years";83
"110309 Rennesøy";"55 years";89
"110309 Rennesøy";"56 years";72
"110309 Rennesøy";"57 years";79
"110309 Rennesøy";"58 years";75
"110309 Rennesøy";"59 years";66
"110309 Rennesøy";"60 years";75
"110309 Rennesøy";"61 years";52
"110309 Rennesøy";"62 years";63
"110309 Rennesøy";"63 years";63
"110309 Rennesøy";"64 years";52
"110309 Rennesøy";"65 years";49
"110309 Rennesøy";"66 years";53
"110309 Rennesøy";"67 years";48
"110309 Rennesøy";"68 years";62
"110309 Rennesøy";"69 years";58
"110309 Rennesøy";"70 years";49
"110309 Rennesøy";"71 years";33
"110309 Rennesøy";"72 years";41
"110309 Rennesøy";"73 years";42
"110309 Rennesøy";"74 years";33
"110309 Rennesøy";"75 years";41
"110309 Rennesøy";"76 years";35
"110309 Rennesøy";"77 years";29
"110309 Rennesøy";"78 years";34
"110309 Rennesøy";"79 years";27
"110309 Rennesøy";"80 years";23
"110309 Rennesøy";"81 years";19
"110309 Rennesøy";"82 years";24
"110309 Rennesøy";"83 years";17
"110309 Rennesøy";"84 years";8
"110309 Rennesøy";"85 years";10
"110309 Rennesøy";"86 years";8
"110309 Rennesøy";"87 years";7
"110309 Rennesøy";"88 years";14
"110309 Rennesøy";"89 years";4
"110309 Rennesøy";"90 years";6
"110309 Rennesøy";"91 years";4
"110309 Rennesøy";"92 years";8
"110309 Rennesøy";"93 years";2
"110309 Rennesøy";"94 years";4
"110309 Rennesøy";"95 years";1
"110309 Rennesøy";"96 years";2
"110309 Rennesøy";"97 years";1
"110309 Rennesøy";"98 years";2
"110309 Rennesøy";"99 years";1
"110309 Rennesøy";"100 years";1
"110309 Rennesøy";"101 years";0
"110309 Rennesøy";"102 years";1
"110309 Rennesøy";"103 years";0
"110309 Rennesøy";"104 years";0
"110309 Rennesøy";"105 years or older";0
"110399 Unknown urban district Stavanger";"0 years";0
"110399 Unknown urban district Stavanger";"1 year";0
"110399 Unknown urban district Stavanger";"2 years";1
"110399 Unknown urban district Stavanger";"3 years";1
"110399 Unknown urban district Stavanger";"4 years";1
"110399 Unknown urban district Stavanger";"5 years";6
"110399 Unknown urban district Stavanger";"6 years";7
"110399 Unknown urban district Stavanger";"7 years";5
"110399 Unknown urban district Stavanger";"8 years";6
"110399 Unknown urban district Stavanger";"9 years";4
"110399 Unknown urban district Stavanger";"10 years";0
"110399 Unknown urban district Stavanger";"11 years";2
"110399 Unknown urban district Stavanger";"12 years";1
"110399 Unknown urban district Stavanger";"13 years";0
"110399 Unknown urban district Stavanger";"14 years";1
"110399 Unknown urban district Stavanger";"15 years";1
"110399 Unknown urban district Stavanger";"16 years";1
"110399 Unknown urban district Stavanger";"17 years";3
"110399 Unknown urban district Stavanger";"18 years";3
"110399 Unknown urban district Stavanger";"19 years";0
"110399 Unknown urban district Stavanger";"20 years";3
"110399 Unknown urban district Stavanger";"21 years";0
"110399 Unknown urban district Stavanger";"22 years";1
"110399 Unknown urban district Stavanger";"23 years";2
"110399 Unknown urban district Stavanger";"24 years";1
"110399 Unknown urban district Stavanger";"25 years";1
"110399 Unknown urban district Stavanger";"26 years";2
"110399 Unknown urban district Stavanger";"27 years";0
"110399 Unknown urban district Stavanger";"28 years";1
"110399 Unknown urban district Stavanger";"29 years";3
"110399 Unknown urban district Stavanger";"30 years";1
"110399 Unknown urban district Stavanger";"31 years";5
"110399 Unknown urban district Stavanger";"32 years";3
"110399 Unknown urban district Stavanger";"33 years";5
"110399 Unknown urban district Stavanger";"34 years";7
"110399 Unknown urban district Stavanger";"35 years";3
"110399 Unknown urban district Stavanger";"36 years";5
"110399 Unknown urban district Stavanger";"37 years";6
"110399 Unknown urban district Stavanger";"38 years";4
"110399 Unknown urban district Stavanger";"39 years";9
"110399 Unknown urban district Stavanger";"40 years";6
"110399 Unknown urban district Stavanger";"41 years";6
"110399 Unknown urban district Stavanger";"42 years";9
"110399 Unknown urban district Stavanger";"43 years";2
"110399 Unknown urban district Stavanger";"44 years";1
"110399 Unknown urban district Stavanger";"45 years";8
"110399 Unknown urban district Stavanger";"46 years";2
"110399 Unknown urban district Stavanger";"47 years";3
"110399 Unknown urban district Stavanger";"48 years";0
"110399 Unknown urban district Stavanger";"49 years";5
"110399 Unknown urban district Stavanger";"50 years";2
"110399 Unknown urban district Stavanger";"51 years";1
"110399 Unknown urban district Stavanger";"52 years";4
"110399 Unknown urban district Stavanger";"53 years";2
"110399 Unknown urban district Stavanger";"54 years";2
"110399 Unknown urban district Stavanger";"55 years";2
"110399 Unknown urban district Stavanger";"56 years";0
"110399 Unknown urban district Stavanger";"57 years";3
"110399 Unknown urban district Stavanger";"58 years";2
"110399 Unknown urban district Stavanger";"59 years";3
"110399 Unknown urban district Stavanger";"60 years";0
"110399 Unknown urban district Stavanger";"61 years";1
"110399 Unknown urban district Stavanger";"62 years";1
"110399 Unknown urban district Stavanger";"63 years";0
"110399 Unknown urban district Stavanger";"64 years";0
"110399 Unknown urban district Stavanger";"65 years";0
"110399 Unknown urban district Stavanger";"66 years";0
"110399 Unknown urban district Stavanger";"67 years";1
"110399 Unknown urban district Stavanger";"68 years";0
"110399 Unknown urban district Stavanger";"69 years";2
"110399 Unknown urban district Stavanger";"70 years";2
"110399 Unknown urban district Stavanger";"71 years";1
"110399 Unknown urban district Stavanger";"72 years";0
"110399 Unknown urban district Stavanger";"73 years";0
"110399 Unknown urban district Stavanger";"74 years";2
"110399 Unknown urban district Stavanger";"75 years";0
"110399 Unknown urban district Stavanger";"76 years";1
"110399 Unknown urban district Stavanger";"77 years";0
"110399 Unknown urban district Stavanger";"78 years";0
"110399 Unknown urban district Stavanger";"79 years";0
"110399 Unknown urban district Stavanger";"80 years";2
"110399 Unknown urban district Stavanger";"81 years";0
"110399 Unknown urban district Stavanger";"82 years";0
"110399 Unknown urban district Stavanger";"83 years";0
"110399 Unknown urban district Stavanger";"84 years";0
"110399 Unknown urban district Stavanger";"85 years";0
"110399 Unknown urban district Stavanger";"86 years";0
"110399 Unknown urban district Stavanger";"87 years";0
"110399 Unknown urban district Stavanger";"88 years";0
"110399 Unknown urban district Stavanger";"89 years";0
"110399 Unknown urban district Stavanger";"90 years";1
"110399 Unknown urban district Stavanger";"91 years";0
"110399 Unknown urban district Stavanger";"92 years";0
"110399 Unknown urban district Stavanger";"93 years";0
"110399 Unknown urban district Stavanger";"94 years";0
"110399 Unknown urban district Stavanger";"95 years";0
"110399 Unknown urban district Stavanger";"96 years";0
"110399 Unknown urban district Stavanger";"97 years";0
"110399 Unknown urban district Stavanger";"98 years";0
"110399 Unknown urban district Stavanger";"99 years";0
"110399 Unknown urban district Stavanger";"100 years";0
"110399 Unknown urban district Stavanger";"101 years";0
"110399 Unknown urban district Stavanger";"102 years";0
"110399 Unknown urban district Stavanger";"103 years";0
"110399 Unknown urban district Stavanger";"104 years";0
"110399 Unknown urban district Stavanger";"105 years or older";0
"460100 Bergen total";"0 years";2856
"460100 Bergen total";"1 year";2897
"460100 Bergen total";"2 years";3122
"460100 Bergen total";"3 years";2936
"460100 Bergen total";"4 years";2931
"460100 Bergen total";"5 years";2975
"460100 Bergen total";"6 years";2935
"460100 Bergen total";"7 years";3245
"460100 Bergen total";"8 years";3177
"460100 Bergen total";"9 years";2999
"460100 Bergen total";"10 years";3021
"460100 Bergen total";"11 years";3091
"460100 Bergen total";"12 years";3094
"460100 Bergen total";"13 years";3207
"460100 Bergen total";"14 years";3196
"460100 Bergen total";"15 years";3274
"460100 Bergen total";"16 years";3151
"460100 Bergen total";"17 years";3192
"460100 Bergen total";"18 years";3162
"460100 Bergen total";"19 years";3360
"460100 Bergen total";"20 years";3675
"460100 Bergen total";"21 years";4050
"460100 Bergen total";"22 years";4460
"460100 Bergen total";"23 years";5104
"460100 Bergen total";"24 years";5091
"460100 Bergen total";"25 years";5201
"460100 Bergen total";"26 years";4981
"460100 Bergen total";"27 years";5076
"460100 Bergen total";"28 years";4810
"460100 Bergen total";"29 years";4803
"460100 Bergen total";"30 years";4705
"460100 Bergen total";"31 years";4709
"460100 Bergen total";"32 years";4638
"460100 Bergen total";"33 years";4701
"460100 Bergen total";"34 years";4673
"460100 Bergen total";"35 years";4594
"460100 Bergen total";"36 years";4332
"460100 Bergen total";"37 years";4356
"460100 Bergen total";"38 years";4153
"460100 Bergen total";"39 years";3888
"460100 Bergen total";"40 years";3775
"460100 Bergen total";"41 years";4026
"460100 Bergen total";"42 years";3784
"460100 Bergen total";"43 years";3825
"460100 Bergen total";"44 years";3723
"460100 Bergen total";"45 years";3711
"460100 Bergen total";"46 years";3481
"460100 Bergen total";"47 years";3566
"460100 Bergen total";"48 years";3802
"460100 Bergen total";"49 years";3725
"460100 Bergen total";"50 years";3801
"460100 Bergen total";"51 years";3866
"460100 Bergen total";"52 years";3715
"460100 Bergen total";"53 years";3697
"460100 Bergen total";"54 years";3804
"460100 Bergen total";"55 years";3747
"460100 Bergen total";"56 years";3652
"460100 Bergen total";"57 years";3527
"460100 Bergen total";"58 years";3402
"460100 Bergen total";"59 years";3324
"460100 Bergen total";"60 years";3329
"460100 Bergen total";"61 years";3289
"460100 Bergen total";"62 years";3175
"460100 Bergen total";"63 years";2977
"460100 Bergen total";"64 years";3075
"460100 Bergen total";"65 years";2918
"460100 Bergen total";"66 years";2812
"460100 Bergen total";"67 years";2739
"460100 Bergen total";"68 years";2605
"460100 Bergen total";"69 years";2492
"460100 Bergen total";"70 years";2398
"460100 Bergen total";"71 years";2391
"460100 Bergen total";"72 years";2185
"460100 Bergen total";"73 years";2308
"460100 Bergen total";"74 years";2196
"460100 Bergen total";"75 years";2151
"460100 Bergen total";"76 years";2268
"460100 Bergen total";"77 years";2329
"460100 Bergen total";"78 years";1905
"460100 Bergen total";"79 years";1769
"460100 Bergen total";"80 years";1524
"460100 Bergen total";"81 years";1365
"460100 Bergen total";"82 years";1180
"460100 Bergen total";"83 years";1245
"460100 Bergen total";"84 years";1083
"460100 Bergen total";"85 years";1013
"460100 Bergen total";"86 years";878
"460100 Bergen total";"87 years";737
"460100 Bergen total";"88 years";649
"460100 Bergen total";"89 years";634
"460100 Bergen total";"90 years";505
"460100 Bergen total";"91 years";475
"460100 Bergen total";"92 years";373
"460100 Bergen total";"93 years";303
"460100 Bergen total";"94 years";251
"460100 Bergen total";"95 years";194
"460100 Bergen total";"96 years";156
"460100 Bergen total";"97 years";97
"460100 Bergen total";"98 years";58
"460100 Bergen total";"99 years";64
"460100 Bergen total";"100 years";22
"460100 Bergen total";"101 years";24
"460100 Bergen total";"102 years";8
"460100 Bergen total";"103 years";8
"460100 Bergen total";"104 years";6
"460100 Bergen total";"105 years or older";3
"460101 Arna";"0 years";132
"460101 Arna";"1 year";125
"460101 Arna";"2 years";146
"460101 Arna";"3 years";159
"460101 Arna";"4 years";167
"460101 Arna";"5 years";148
"460101 Arna";"6 years";164
"460101 Arna";"7 years";163
"460101 Arna";"8 years";168
"460101 Arna";"9 years";162
"460101 Arna";"10 years";174
"460101 Arna";"11 years";194
"460101 Arna";"12 years";164
"460101 Arna";"13 years";185
"460101 Arna";"14 years";184
"460101 Arna";"15 years";213
"460101 Arna";"16 years";180
"460101 Arna";"17 years";172
"460101 Arna";"18 years";180
"460101 Arna";"19 years";184
"460101 Arna";"20 years";163
"460101 Arna";"21 years";159
"460101 Arna";"22 years";158
"460101 Arna";"23 years";151
"460101 Arna";"24 years";148
"460101 Arna";"25 years";134
"460101 Arna";"26 years";130
"460101 Arna";"27 years";146
"460101 Arna";"28 years";166
"460101 Arna";"29 years";143
"460101 Arna";"30 years";173
"460101 Arna";"31 years";185
"460101 Arna";"32 years";179
"460101 Arna";"33 years";190
"460101 Arna";"34 years";206
"460101 Arna";"35 years";209
"460101 Arna";"36 years";196
"460101 Arna";"37 years";199
"460101 Arna";"38 years";214
"460101 Arna";"39 years";187
"460101 Arna";"40 years";185
"460101 Arna";"41 years";223
"460101 Arna";"42 years";204
"460101 Arna";"43 years";201
"460101 Arna";"44 years";201
"460101 Arna";"45 years";198
"460101 Arna";"46 years";194
"460101 Arna";"47 years";201
"460101 Arna";"48 years";220
"460101 Arna";"49 years";204
"460101 Arna";"50 years";196
"460101 Arna";"51 years";197
"460101 Arna";"52 years";182
"460101 Arna";"53 years";188
"460101 Arna";"54 years";212
"460101 Arna";"55 years";191
"460101 Arna";"56 years";177
"460101 Arna";"57 years";172
"460101 Arna";"58 years";173
"460101 Arna";"59 years";171
"460101 Arna";"60 years";173
"460101 Arna";"61 years";166
"460101 Arna";"62 years";148
"460101 Arna";"63 years";141
"460101 Arna";"64 years";142
"460101 Arna";"65 years";128
"460101 Arna";"66 years";150
"460101 Arna";"67 years";123
"460101 Arna";"68 years";121
"460101 Arna";"69 years";114
"460101 Arna";"70 years";104
"460101 Arna";"71 years";123
"460101 Arna";"72 years";112
"460101 Arna";"73 years";127
"460101 Arna";"74 years";116
"460101 Arna";"75 years";112
"460101 Arna";"76 years";115
"460101 Arna";"77 years";115
"460101 Arna";"78 years";124
"460101 Arna";"79 years";108
"460101 Arna";"80 years";91
"460101 Arna";"81 years";84
"460101 Arna";"82 years";79
"460101 Arna";"83 years";73
"460101 Arna";"84 years";69
"460101 Arna";"85 years";51
"460101 Arna";"86 years";48
"460101 Arna";"87 years";48
"460101 Arna";"88 years";34
"460101 Arna";"89 years";34
"460101 Arna";"90 years";30
"460101 Arna";"91 years";24
"460101 Arna";"92 years";21
"460101 Arna";"93 years";27
"460101 Arna";"94 years";18
"460101 Arna";"95 years";11
"460101 Arna";"96 years";10
"460101 Arna";"97 years";8
"460101 Arna";"98 years";3
"460101 Arna";"99 years";2
"460101 Arna";"100 years";2
"460101 Arna";"101 years";0
"460101 Arna";"102 years";1
"460101 Arna";"103 years";0
"460101 Arna";"104 years";0
"460101 Arna";"105 years or older";0
"460102 Bergenhus";"0 years";326
"460102 Bergenhus";"1 year";299
"460102 Bergenhus";"2 years";296
"460102 Bergenhus";"3 years";244
"460102 Bergenhus";"4 years";260
"460102 Bergenhus";"5 years";257
"460102 Bergenhus";"6 years";271
"460102 Bergenhus";"7 years";297
"460102 Bergenhus";"8 years";267
"460102 Bergenhus";"9 years";265
"460102 Bergenhus";"10 years";270
"460102 Bergenhus";"11 years";275
"460102 Bergenhus";"12 years";249
"460102 Bergenhus";"13 years";286
"460102 Bergenhus";"14 years";287
"460102 Bergenhus";"15 years";268
"460102 Bergenhus";"16 years";287
"460102 Bergenhus";"17 years";271
"460102 Bergenhus";"18 years";296
"460102 Bergenhus";"19 years";405
"460102 Bergenhus";"20 years";658
"460102 Bergenhus";"21 years";968
"460102 Bergenhus";"22 years";1254
"460102 Bergenhus";"23 years";1510
"460102 Bergenhus";"24 years";1408
"460102 Bergenhus";"25 years";1419
"460102 Bergenhus";"26 years";1293
"460102 Bergenhus";"27 years";1231
"460102 Bergenhus";"28 years";1145
"460102 Bergenhus";"29 years";1041
"460102 Bergenhus";"30 years";995
"460102 Bergenhus";"31 years";884
"460102 Bergenhus";"32 years";842
"460102 Bergenhus";"33 years";816
"460102 Bergenhus";"34 years";720
"460102 Bergenhus";"35 years";687
"460102 Bergenhus";"36 years";639
"460102 Bergenhus";"37 years";662
"460102 Bergenhus";"38 years";579
"460102 Bergenhus";"39 years";592
"460102 Bergenhus";"40 years";512
"460102 Bergenhus";"41 years";543
"460102 Bergenhus";"42 years";505
"460102 Bergenhus";"43 years";518
"460102 Bergenhus";"44 years";546
"460102 Bergenhus";"45 years";530
"460102 Bergenhus";"46 years";436
"460102 Bergenhus";"47 years";507
"460102 Bergenhus";"48 years";515
"460102 Bergenhus";"49 years";463
"460102 Bergenhus";"50 years";472
"460102 Bergenhus";"51 years";450
"460102 Bergenhus";"52 years";492
"460102 Bergenhus";"53 years";428
"460102 Bergenhus";"54 years";472
"460102 Bergenhus";"55 years";436
"460102 Bergenhus";"56 years";451
"460102 Bergenhus";"57 years";476
"460102 Bergenhus";"58 years";459
"460102 Bergenhus";"59 years";421
"460102 Bergenhus";"60 years";452
"460102 Bergenhus";"61 years";406
"460102 Bergenhus";"62 years";370
"460102 Bergenhus";"63 years";389
"460102 Bergenhus";"64 years";372
"460102 Bergenhus";"65 years";388
"460102 Bergenhus";"66 years";373
"460102 Bergenhus";"67 years";375
"460102 Bergenhus";"68 years";355
"460102 Bergenhus";"69 years";334
"460102 Bergenhus";"70 years";344
"460102 Bergenhus";"71 years";308
"460102 Bergenhus";"72 years";311
"460102 Bergenhus";"73 years";311
"460102 Bergenhus";"74 years";295
"460102 Bergenhus";"75 years";271
"460102 Bergenhus";"76 years";315
"460102 Bergenhus";"77 years";306
"460102 Bergenhus";"78 years";240
"460102 Bergenhus";"79 years";212
"460102 Bergenhus";"80 years";193
"460102 Bergenhus";"81 years";166
"460102 Bergenhus";"82 years";157
"460102 Bergenhus";"83 years";179
"460102 Bergenhus";"84 years";175
"460102 Bergenhus";"85 years";126
"460102 Bergenhus";"86 years";123
"460102 Bergenhus";"87 years";96
"460102 Bergenhus";"88 years";80
"460102 Bergenhus";"89 years";104
"460102 Bergenhus";"90 years";92
"460102 Bergenhus";"91 years";85
"460102 Bergenhus";"92 years";61
"460102 Bergenhus";"93 years";52
"460102 Bergenhus";"94 years";38
"460102 Bergenhus";"95 years";32
"460102 Bergenhus";"96 years";28
"460102 Bergenhus";"97 years";21
"460102 Bergenhus";"98 years";7
"460102 Bergenhus";"99 years";11
"460102 Bergenhus";"100 years";5
"460102 Bergenhus";"101 years";2
"460102 Bergenhus";"102 years";1
"460102 Bergenhus";"103 years";6
"460102 Bergenhus";"104 years";0
"460102 Bergenhus";"105 years or older";0
"460103 Fana";"0 years";462
"460103 Fana";"1 year";474
"460103 Fana";"2 years";547
"460103 Fana";"3 years";522
"460103 Fana";"4 years";502
"460103 Fana";"5 years";558
"460103 Fana";"6 years";532
"460103 Fana";"7 years";606
"460103 Fana";"8 years";596
"460103 Fana";"9 years";544
"460103 Fana";"10 years";594
"460103 Fana";"11 years";585
"460103 Fana";"12 years";626
"460103 Fana";"13 years";594
"460103 Fana";"14 years";595
"460103 Fana";"15 years";664
"460103 Fana";"16 years";575
"460103 Fana";"17 years";641
"460103 Fana";"18 years";576
"460103 Fana";"19 years";580
"460103 Fana";"20 years";569
"460103 Fana";"21 years";523
"460103 Fana";"22 years";456
"460103 Fana";"23 years";451
"460103 Fana";"24 years";451
"460103 Fana";"25 years";430
"460103 Fana";"26 years";416
"460103 Fana";"27 years";435
"460103 Fana";"28 years";464
"460103 Fana";"29 years";476
"460103 Fana";"30 years";482
"460103 Fana";"31 years";556
"460103 Fana";"32 years";571
"460103 Fana";"33 years";628
"460103 Fana";"34 years";668
"460103 Fana";"35 years";664
"460103 Fana";"36 years";586
"460103 Fana";"37 years";653
"460103 Fana";"38 years";630
"460103 Fana";"39 years";605
"460103 Fana";"40 years";565
"460103 Fana";"41 years";680
"460103 Fana";"42 years";633
"460103 Fana";"43 years";640
"460103 Fana";"44 years";614
"460103 Fana";"45 years";634
"460103 Fana";"46 years";636
"460103 Fana";"47 years";604
"460103 Fana";"48 years";659
"460103 Fana";"49 years";664
"460103 Fana";"50 years";616
"460103 Fana";"51 years";665
"460103 Fana";"52 years";625
"460103 Fana";"53 years";615
"460103 Fana";"54 years";636
"460103 Fana";"55 years";656
"460103 Fana";"56 years";594
"460103 Fana";"57 years";573
"460103 Fana";"58 years";584
"460103 Fana";"59 years";537
"460103 Fana";"60 years";551
"460103 Fana";"61 years";550
"460103 Fana";"62 years";548
"460103 Fana";"63 years";491
"460103 Fana";"64 years";504
"460103 Fana";"65 years";512
"460103 Fana";"66 years";438
"460103 Fana";"67 years";452
"460103 Fana";"68 years";441
"460103 Fana";"69 years";390
"460103 Fana";"70 years";374
"460103 Fana";"71 years";384
"460103 Fana";"72 years";358
"460103 Fana";"73 years";353
"460103 Fana";"74 years";328
"460103 Fana";"75 years";318
"460103 Fana";"76 years";325
"460103 Fana";"77 years";349
"460103 Fana";"78 years";276
"460103 Fana";"79 years";261
"460103 Fana";"80 years";224
"460103 Fana";"81 years";179
"460103 Fana";"82 years";163
"460103 Fana";"83 years";153
"460103 Fana";"84 years";136
"460103 Fana";"85 years";150
"460103 Fana";"86 years";129
