"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2024"
"460103 Fana";"87 years";142
"460103 Fana";"88 years";84
"460103 Fana";"89 years";106
"460103 Fana";"90 years";77
"460103 Fana";"91 years";77
"460103 Fana";"92 years";72
"460103 Fana";"93 years";43
"460103 Fana";"94 years";45
"460103 Fana";"95 years";40
"460103 Fana";"96 years";18
"460103 Fana";"97 years";13
"460103 Fana";"98 years";9
"460103 Fana";"99 years";10
"460103 Fana";"100 years";4
"460103 Fana";"101 years";5
"460103 Fana";"102 years";0
"460103 Fana";"103 years";1
"460103 Fana";"104 years";0
"460103 Fana";"105 years or older";0
"460104 Fyllingsdalen";"0 years";321
"460104 Fyllingsdalen";"1 year";318
"460104 Fyllingsdalen";"2 years";381
"460104 Fyllingsdalen";"3 years";351
"460104 Fyllingsdalen";"4 years";337
"460104 Fyllingsdalen";"5 years";390
"460104 Fyllingsdalen";"6 years";329
"460104 Fyllingsdalen";"7 years";388
"460104 Fyllingsdalen";"8 years";372
"460104 Fyllingsdalen";"9 years";339
"460104 Fyllingsdalen";"10 years";336
"460104 Fyllingsdalen";"11 years";334
"460104 Fyllingsdalen";"12 years";352
"460104 Fyllingsdalen";"13 years";368
"460104 Fyllingsdalen";"14 years";359
"460104 Fyllingsdalen";"15 years";322
"460104 Fyllingsdalen";"16 years";341
"460104 Fyllingsdalen";"17 years";323
"460104 Fyllingsdalen";"18 years";351
"460104 Fyllingsdalen";"19 years";318
"460104 Fyllingsdalen";"20 years";296
"460104 Fyllingsdalen";"21 years";276
"460104 Fyllingsdalen";"22 years";312
"460104 Fyllingsdalen";"23 years";314
"460104 Fyllingsdalen";"24 years";323
"460104 Fyllingsdalen";"25 years";332
"460104 Fyllingsdalen";"26 years";348
"460104 Fyllingsdalen";"27 years";441
"460104 Fyllingsdalen";"28 years";370
"460104 Fyllingsdalen";"29 years";411
"460104 Fyllingsdalen";"30 years";425
"460104 Fyllingsdalen";"31 years";425
"460104 Fyllingsdalen";"32 years";479
"460104 Fyllingsdalen";"33 years";442
"460104 Fyllingsdalen";"34 years";472
"460104 Fyllingsdalen";"35 years";478
"460104 Fyllingsdalen";"36 years";467
"460104 Fyllingsdalen";"37 years";445
"460104 Fyllingsdalen";"38 years";423
"460104 Fyllingsdalen";"39 years";460
"460104 Fyllingsdalen";"40 years";414
"460104 Fyllingsdalen";"41 years";400
"460104 Fyllingsdalen";"42 years";367
"460104 Fyllingsdalen";"43 years";361
"460104 Fyllingsdalen";"44 years";325
"460104 Fyllingsdalen";"45 years";363
"460104 Fyllingsdalen";"46 years";324
"460104 Fyllingsdalen";"47 years";326
"460104 Fyllingsdalen";"48 years";362
"460104 Fyllingsdalen";"49 years";384
"460104 Fyllingsdalen";"50 years";374
"460104 Fyllingsdalen";"51 years";378
"460104 Fyllingsdalen";"52 years";375
"460104 Fyllingsdalen";"53 years";400
"460104 Fyllingsdalen";"54 years";391
"460104 Fyllingsdalen";"55 years";408
"460104 Fyllingsdalen";"56 years";433
"460104 Fyllingsdalen";"57 years";406
"460104 Fyllingsdalen";"58 years";405
"460104 Fyllingsdalen";"59 years";422
"460104 Fyllingsdalen";"60 years";368
"460104 Fyllingsdalen";"61 years";418
"460104 Fyllingsdalen";"62 years";402
"460104 Fyllingsdalen";"63 years";344
"460104 Fyllingsdalen";"64 years";379
"460104 Fyllingsdalen";"65 years";330
"460104 Fyllingsdalen";"66 years";362
"460104 Fyllingsdalen";"67 years";329
"460104 Fyllingsdalen";"68 years";291
"460104 Fyllingsdalen";"69 years";306
"460104 Fyllingsdalen";"70 years";295
"460104 Fyllingsdalen";"71 years";288
"460104 Fyllingsdalen";"72 years";263
"460104 Fyllingsdalen";"73 years";302
"460104 Fyllingsdalen";"74 years";274
"460104 Fyllingsdalen";"75 years";288
"460104 Fyllingsdalen";"76 years";293
"460104 Fyllingsdalen";"77 years";299
"460104 Fyllingsdalen";"78 years";219
"460104 Fyllingsdalen";"79 years";238
"460104 Fyllingsdalen";"80 years";219
"460104 Fyllingsdalen";"81 years";204
"460104 Fyllingsdalen";"82 years";179
"460104 Fyllingsdalen";"83 years";201
"460104 Fyllingsdalen";"84 years";144
"460104 Fyllingsdalen";"85 years";142
"460104 Fyllingsdalen";"86 years";137
"460104 Fyllingsdalen";"87 years";95
"460104 Fyllingsdalen";"88 years";108
"460104 Fyllingsdalen";"89 years";75
"460104 Fyllingsdalen";"90 years";80
"460104 Fyllingsdalen";"91 years";58
"460104 Fyllingsdalen";"92 years";56
"460104 Fyllingsdalen";"93 years";39
"460104 Fyllingsdalen";"94 years";26
"460104 Fyllingsdalen";"95 years";20
"460104 Fyllingsdalen";"96 years";22
"460104 Fyllingsdalen";"97 years";14
"460104 Fyllingsdalen";"98 years";7
"460104 Fyllingsdalen";"99 years";7
"460104 Fyllingsdalen";"100 years";3
"460104 Fyllingsdalen";"101 years";2
"460104 Fyllingsdalen";"102 years";1
"460104 Fyllingsdalen";"103 years";0
"460104 Fyllingsdalen";"104 years";0
"460104 Fyllingsdalen";"105 years or older";0
"460105 Laksevåg";"0 years";385
"460105 Laksevåg";"1 year";397
"460105 Laksevåg";"2 years";414
"460105 Laksevåg";"3 years";382
"460105 Laksevåg";"4 years";405
"460105 Laksevåg";"5 years";417
"460105 Laksevåg";"6 years";411
"460105 Laksevåg";"7 years";420
"460105 Laksevåg";"8 years";489
"460105 Laksevåg";"9 years";398
"460105 Laksevåg";"10 years";383
"460105 Laksevåg";"11 years";399
"460105 Laksevåg";"12 years";443
"460105 Laksevåg";"13 years";426
"460105 Laksevåg";"14 years";447
"460105 Laksevåg";"15 years";437
"460105 Laksevåg";"16 years";466
"460105 Laksevåg";"17 years";510
"460105 Laksevåg";"18 years";457
"460105 Laksevåg";"19 years";465
"460105 Laksevåg";"20 years";529
"460105 Laksevåg";"21 years";466
"460105 Laksevåg";"22 years";528
"460105 Laksevåg";"23 years";637
"460105 Laksevåg";"24 years";615
"460105 Laksevåg";"25 years";687
"460105 Laksevåg";"26 years";640
"460105 Laksevåg";"27 years";673
"460105 Laksevåg";"28 years";648
"460105 Laksevåg";"29 years";664
"460105 Laksevåg";"30 years";666
"460105 Laksevåg";"31 years";643
"460105 Laksevåg";"32 years";655
"460105 Laksevåg";"33 years";643
"460105 Laksevåg";"34 years";703
"460105 Laksevåg";"35 years";618
"460105 Laksevåg";"36 years";625
"460105 Laksevåg";"37 years";601
"460105 Laksevåg";"38 years";586
"460105 Laksevåg";"39 years";524
"460105 Laksevåg";"40 years";527
"460105 Laksevåg";"41 years";607
"460105 Laksevåg";"42 years";500
"460105 Laksevåg";"43 years";551
"460105 Laksevåg";"44 years";500
"460105 Laksevåg";"45 years";516
"460105 Laksevåg";"46 years";493
"460105 Laksevåg";"47 years";531
"460105 Laksevåg";"48 years";530
"460105 Laksevåg";"49 years";536
"460105 Laksevåg";"50 years";579
"460105 Laksevåg";"51 years";639
"460105 Laksevåg";"52 years";568
"460105 Laksevåg";"53 years";587
"460105 Laksevåg";"54 years";561
"460105 Laksevåg";"55 years";574
"460105 Laksevåg";"56 years";547
"460105 Laksevåg";"57 years";517
"460105 Laksevåg";"58 years";486
"460105 Laksevåg";"59 years";455
"460105 Laksevåg";"60 years";503
"460105 Laksevåg";"61 years";467
"460105 Laksevåg";"62 years";453
"460105 Laksevåg";"63 years";421
"460105 Laksevåg";"64 years";447
"460105 Laksevåg";"65 years";393
"460105 Laksevåg";"66 years";374
"460105 Laksevåg";"67 years";388
"460105 Laksevåg";"68 years";333
"460105 Laksevåg";"69 years";342
"460105 Laksevåg";"70 years";338
"460105 Laksevåg";"71 years";357
"460105 Laksevåg";"72 years";278
"460105 Laksevåg";"73 years";332
"460105 Laksevåg";"74 years";316
"460105 Laksevåg";"75 years";331
"460105 Laksevåg";"76 years";314
"460105 Laksevåg";"77 years";330
"460105 Laksevåg";"78 years";318
"460105 Laksevåg";"79 years";280
"460105 Laksevåg";"80 years";224
"460105 Laksevåg";"81 years";212
"460105 Laksevåg";"82 years";165
"460105 Laksevåg";"83 years";167
"460105 Laksevåg";"84 years";139
"460105 Laksevåg";"85 years";128
"460105 Laksevåg";"86 years";120
"460105 Laksevåg";"87 years";92
"460105 Laksevåg";"88 years";79
"460105 Laksevåg";"89 years";74
"460105 Laksevåg";"90 years";49
"460105 Laksevåg";"91 years";50
"460105 Laksevåg";"92 years";40
"460105 Laksevåg";"93 years";19
"460105 Laksevåg";"94 years";21
"460105 Laksevåg";"95 years";13
"460105 Laksevåg";"96 years";10
"460105 Laksevåg";"97 years";6
"460105 Laksevåg";"98 years";6
"460105 Laksevåg";"99 years";5
"460105 Laksevåg";"100 years";2
"460105 Laksevåg";"101 years";2
"460105 Laksevåg";"102 years";1
"460105 Laksevåg";"103 years";0
"460105 Laksevåg";"104 years";0
"460105 Laksevåg";"105 years or older";1
"460106 Ytrebygda";"0 years";306
"460106 Ytrebygda";"1 year";364
"460106 Ytrebygda";"2 years";411
"460106 Ytrebygda";"3 years";401
"460106 Ytrebygda";"4 years";367
"460106 Ytrebygda";"5 years";355
"460106 Ytrebygda";"6 years";410
"460106 Ytrebygda";"7 years";423
"460106 Ytrebygda";"8 years";425
"460106 Ytrebygda";"9 years";419
"460106 Ytrebygda";"10 years";385
"460106 Ytrebygda";"11 years";419
"460106 Ytrebygda";"12 years";431
"460106 Ytrebygda";"13 years";469
"460106 Ytrebygda";"14 years";439
"460106 Ytrebygda";"15 years";447
"460106 Ytrebygda";"16 years";419
"460106 Ytrebygda";"17 years";420
"460106 Ytrebygda";"18 years";422
"460106 Ytrebygda";"19 years";436
"460106 Ytrebygda";"20 years";404
"460106 Ytrebygda";"21 years";352
"460106 Ytrebygda";"22 years";299
"460106 Ytrebygda";"23 years";357
"460106 Ytrebygda";"24 years";339
"460106 Ytrebygda";"25 years";317
"460106 Ytrebygda";"26 years";392
"460106 Ytrebygda";"27 years";374
"460106 Ytrebygda";"28 years";347
"460106 Ytrebygda";"29 years";373
"460106 Ytrebygda";"30 years";393
"460106 Ytrebygda";"31 years";431
"460106 Ytrebygda";"32 years";401
"460106 Ytrebygda";"33 years";449
"460106 Ytrebygda";"34 years";445
"460106 Ytrebygda";"35 years";488
"460106 Ytrebygda";"36 years";478
"460106 Ytrebygda";"37 years";500
"460106 Ytrebygda";"38 years";461
"460106 Ytrebygda";"39 years";376
"460106 Ytrebygda";"40 years";452
"460106 Ytrebygda";"41 years";429
"460106 Ytrebygda";"42 years";459
"460106 Ytrebygda";"43 years";450
"460106 Ytrebygda";"44 years";439
"460106 Ytrebygda";"45 years";452
"460106 Ytrebygda";"46 years";410
"460106 Ytrebygda";"47 years";416
"460106 Ytrebygda";"48 years";470
"460106 Ytrebygda";"49 years";450
"460106 Ytrebygda";"50 years";496
"460106 Ytrebygda";"51 years";452
"460106 Ytrebygda";"52 years";436
"460106 Ytrebygda";"53 years";481
"460106 Ytrebygda";"54 years";469
"460106 Ytrebygda";"55 years";456
"460106 Ytrebygda";"56 years";428
"460106 Ytrebygda";"57 years";426
"460106 Ytrebygda";"58 years";385
"460106 Ytrebygda";"59 years";379
"460106 Ytrebygda";"60 years";371
"460106 Ytrebygda";"61 years";357
"460106 Ytrebygda";"62 years";366
"460106 Ytrebygda";"63 years";370
"460106 Ytrebygda";"64 years";340
"460106 Ytrebygda";"65 years";336
"460106 Ytrebygda";"66 years";333
"460106 Ytrebygda";"67 years";276
"460106 Ytrebygda";"68 years";298
"460106 Ytrebygda";"69 years";278
"460106 Ytrebygda";"70 years";226
"460106 Ytrebygda";"71 years";243
"460106 Ytrebygda";"72 years";219
"460106 Ytrebygda";"73 years";198
"460106 Ytrebygda";"74 years";212
"460106 Ytrebygda";"75 years";225
"460106 Ytrebygda";"76 years";225
"460106 Ytrebygda";"77 years";218
"460106 Ytrebygda";"78 years";176
"460106 Ytrebygda";"79 years";170
"460106 Ytrebygda";"80 years";144
"460106 Ytrebygda";"81 years";137
"460106 Ytrebygda";"82 years";103
"460106 Ytrebygda";"83 years";137
"460106 Ytrebygda";"84 years";97
"460106 Ytrebygda";"85 years";105
"460106 Ytrebygda";"86 years";80
"460106 Ytrebygda";"87 years";58
"460106 Ytrebygda";"88 years";66
"460106 Ytrebygda";"89 years";64
"460106 Ytrebygda";"90 years";42
"460106 Ytrebygda";"91 years";52
"460106 Ytrebygda";"92 years";34
"460106 Ytrebygda";"93 years";33
"460106 Ytrebygda";"94 years";32
"460106 Ytrebygda";"95 years";20
"460106 Ytrebygda";"96 years";24
"460106 Ytrebygda";"97 years";10
"460106 Ytrebygda";"98 years";6
"460106 Ytrebygda";"99 years";8
"460106 Ytrebygda";"100 years";3
"460106 Ytrebygda";"101 years";3
"460106 Ytrebygda";"102 years";0
"460106 Ytrebygda";"103 years";0
"460106 Ytrebygda";"104 years";1
"460106 Ytrebygda";"105 years or older";1
"460107 Årstad";"0 years";479
"460107 Årstad";"1 year";465
"460107 Årstad";"2 years";441
"460107 Årstad";"3 years";415
"460107 Årstad";"4 years";381
"460107 Årstad";"5 years";393
"460107 Årstad";"6 years";399
"460107 Årstad";"7 years";417
"460107 Årstad";"8 years";374
"460107 Årstad";"9 years";379
"460107 Årstad";"10 years";371
"460107 Årstad";"11 years";369
"460107 Årstad";"12 years";333
"460107 Årstad";"13 years";351
"460107 Årstad";"14 years";370
"460107 Årstad";"15 years";385
"460107 Årstad";"16 years";319
"460107 Årstad";"17 years";332
"460107 Årstad";"18 years";316
"460107 Årstad";"19 years";435
"460107 Årstad";"20 years";585
"460107 Årstad";"21 years";824
"460107 Årstad";"22 years";1005
"460107 Årstad";"23 years";1163
"460107 Årstad";"24 years";1337
"460107 Årstad";"25 years";1402
"460107 Årstad";"26 years";1282
"460107 Årstad";"27 years";1305
"460107 Årstad";"28 years";1153
"460107 Årstad";"29 years";1141
"460107 Årstad";"30 years";1024
"460107 Årstad";"31 years";989
"460107 Årstad";"32 years";906
"460107 Årstad";"33 years";908
"460107 Årstad";"34 years";860
"460107 Årstad";"35 years";801
"460107 Årstad";"36 years";737
"460107 Årstad";"37 years";732
"460107 Årstad";"38 years";673
"460107 Årstad";"39 years";611
"460107 Årstad";"40 years";591
"460107 Årstad";"41 years";604
"460107 Årstad";"42 years";584
"460107 Årstad";"43 years";547
"460107 Årstad";"44 years";518
"460107 Årstad";"45 years";505
"460107 Årstad";"46 years";492
"460107 Årstad";"47 years";469
"460107 Årstad";"48 years";472
"460107 Årstad";"49 years";462
"460107 Årstad";"50 years";470
"460107 Årstad";"51 years";490
"460107 Årstad";"52 years";424
"460107 Årstad";"53 years";414
"460107 Årstad";"54 years";428
"460107 Årstad";"55 years";373
"460107 Årstad";"56 years";411
"460107 Årstad";"57 years";384
"460107 Årstad";"58 years";356
"460107 Årstad";"59 years";404
"460107 Årstad";"60 years";377
"460107 Årstad";"61 years";355
"460107 Årstad";"62 years";365
"460107 Årstad";"63 years";350
"460107 Årstad";"64 years";375
"460107 Årstad";"65 years";350
"460107 Årstad";"66 years";340
"460107 Årstad";"67 years";347
"460107 Årstad";"68 years";309
"460107 Årstad";"69 years";314
"460107 Årstad";"70 years";316
"460107 Årstad";"71 years";299
"460107 Årstad";"72 years";274
"460107 Årstad";"73 years";298
"460107 Årstad";"74 years";268
"460107 Årstad";"75 years";246
"460107 Årstad";"76 years";293
"460107 Årstad";"77 years";278
"460107 Årstad";"78 years";207
"460107 Årstad";"79 years";198
"460107 Årstad";"80 years";176
"460107 Årstad";"81 years";125
"460107 Årstad";"82 years";110
"460107 Årstad";"83 years";138
"460107 Årstad";"84 years";126
"460107 Årstad";"85 years";121
"460107 Årstad";"86 years";96
"460107 Årstad";"87 years";83
"460107 Årstad";"88 years";82
"460107 Årstad";"89 years";80
"460107 Årstad";"90 years";65
"460107 Årstad";"91 years";69
"460107 Årstad";"92 years";42
"460107 Årstad";"93 years";45
"460107 Årstad";"94 years";40
"460107 Årstad";"95 years";33
"460107 Årstad";"96 years";32
"460107 Årstad";"97 years";12
"460107 Årstad";"98 years";11
"460107 Årstad";"99 years";16
"460107 Årstad";"100 years";2
"460107 Årstad";"101 years";4
"460107 Årstad";"102 years";1
"460107 Årstad";"103 years";1
"460107 Årstad";"104 years";4
"460107 Årstad";"105 years or older";0
"460108 Åsane";"0 years";445
"460108 Åsane";"1 year";455
"460108 Åsane";"2 years";485
"460108 Åsane";"3 years";461
"460108 Åsane";"4 years";509
"460108 Åsane";"5 years";454
"460108 Åsane";"6 years";415
"460108 Åsane";"7 years";524
"460108 Åsane";"8 years";483
"460108 Åsane";"9 years";491
"460108 Åsane";"10 years";506
"460108 Åsane";"11 years";513
"460108 Åsane";"12 years";493
"460108 Åsane";"13 years";527
"460108 Åsane";"14 years";514
"460108 Åsane";"15 years";537
"460108 Åsane";"16 years";559
"460108 Åsane";"17 years";523
"460108 Åsane";"18 years";563
"460108 Åsane";"19 years";536
"460108 Åsane";"20 years";468
"460108 Åsane";"21 years";482
"460108 Åsane";"22 years";446
"460108 Åsane";"23 years";519
"460108 Åsane";"24 years";467
"460108 Åsane";"25 years";479
"460108 Åsane";"26 years";480
"460108 Åsane";"27 years";466
"460108 Åsane";"28 years";512
"460108 Åsane";"29 years";549
"460108 Åsane";"30 years";544
"460108 Åsane";"31 years";592
"460108 Åsane";"32 years";598
"460108 Åsane";"33 years";619
"460108 Åsane";"34 years";590
"460108 Åsane";"35 years";645
